osm_id,osm_type,city,lat,lon,addr:block_number,addr:housenumber,addr:neighbourhood,addr:province,addr:quarter,addr:street,addr:suburb,air_conditioning,name,name:en,name:ja,name:ja-Latn,opening_hours,toilets,tourism,wikidata,wikipedia,addr:city,name:es,wikimedia_commons,phone,website,source,addr:postcode,contact:facebook,contact:twitter,name:fr,name:ko,wheelchair,description,mapillary,name:ja_kana,natural,information,name:ja_rm,attraction,fastpass,operator,website:en,alt_name,ele,public_transport,railway,name:ru,contact:tripadvisor,contact:website,fee,level,level:ref,name:ja-Hira,addr:country,addr:housename,fax,name:zh,layer,check_date,internet_access,internet_access:fee,internet_access:password,internet_access:ssid,note,note:ja,source_ref,addr:city:en,addr:province:en,addr:place,KSJ2:PubFacAdmin,name:it,alt_name:en,alt_name:ja,museum,name:eo,name:etymology,name:etymology:wikidata,start_date,KSJ2:ADS,KSJ2:AdminArea,amenity,payment:PayPay,email,contact:phone,toilets:wheelchair,charge,contact:instagram,operator:type,payment:cash,payment:credit_cards,payment:debit_cards,changing_table,official_name,alt_name:ffr,old_name,old_name:ja-Hira,old_name:ja-Latn,historic,bicycle,foot,wheelchair:description,old_name:en,old_name:ja,contact:foursquare,contact:youtube,shop,facebook,description:en,description:fr,ref,contact:website:en,official_name:en,pets,usage,direction,addr:floor,contact:fax,subject:wikidata,subject:wikipedia,fixme,was:name,loc_name:ja,heritage,waterway,short_name,short_name:en,short_name:fr,short_name:ja-Hira,short_name:ja-Latn,anime,name:signed,architect,architect:wikidata,operator:wikidata,gift,leisure,brand,brand:wikidata,official_name:fr,official_name:ja-Hira,official_name:ja-Latn,dog,reservation,smoking,artist_name,artist_name:en,artwork_type,fountain,inscription,source:artist_name,statue,name:zh-Hans,name:zh-Hant,image,man_made,historic:civilization,name:de,access,was:ref,description:es,description:ja,description:zh,panoramax,railway_car,subject,locker,alt_name:fr,brand:wikipedia,locomotive:type,zoo,charge:adult,charge:child,contact:tiktok,level_ref,stroller,brand:en,brand:ja,outdoor_seating,advertising,animated,message,sides,support,manhole,label,name:fi,currency:XBT,payment:lightning,payment:lightning_contactless,payment:onchain,check_date:charge,area,building,building:levels,building:levels:underground,heritage:operator,heritage:type,name:et,operator:wikipedia,highway,addr:county,source:ja,duration,route,height,heritage:note,name:pt,alt_name_1,alt_name_2,alt_name_3,is_in:country,is_in:country_code,is_in:iso_3166_2,is_in:province,is_in:city,wikipedia:en,official_name:es,contact:email,contact:flickr,roof:shape,building:wikidata,roof:orientation,name:etymology:wikipedia,old_name:ja_kana,old_name:ja_rm,survey:date,twitter,motor_vehicle:conditional,oneway,int_name,source:name,alt_name:ja-Hira,alt_name:ja-Latn,boundary,denomination,denomination:en,description:it,description:ja-Hira,description:ja-Latn,description:ko,description:ru,religion,building:colour,material,roof:colour,heritage:since,heritage:wikidata,owner,owner:wikidata,ship:type,roof:levels,toilets:changing_table,landuse,branch,branch:en,branch:ja,name:vi,operator:en,operator:ja,architect:ja-Latn,charge:disabled,charge:student,name:id,payment:american_express,payment:diners_club,payment:discover_card,payment:jcb,payment:mastercard,payment:suica,payment:uc_card,payment:unionpay,payment:visa,bridge,electrified,gauge,maxspeed,barrier,motor_vehicle,alt_name:zh,communication:radio,communication:television,roof:height,roof:material,tower:type,building:part,architect:wikipedia,subject:ja-Latn,place,archaeological_site,payment:id,payment:quicpay,payment:rakuten_edy,source:geometry,changing_table:location,toilets:access,toilets:disposal,toilets:position,bridge:structure,cuisine,junction,loc_name,lit,name:el,name:eu,name:fa,name:he,name:ms,name:th,surface,tunnel,indoor,museum:type,outdoor,sculpture_type,type,roundtrip,alt_name:es,tower:construction,height_ft,min_height
10684537405,node,Tokyo,35.6631126,139.6696564,,,,,,,,,,reload roof terrace,,,,,viewpoint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reload-Dachterasse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10692944607,node,Tokyo,35.7088040,139.7741380,,,,,,,,,タイトーステーション,Taito Station,タイトーステーション,,,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amusement_arcade,タイトーステーション,Q1054844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taito Station,タイトーステーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10707533007,node,Tokyo,35.7641083,139.8487852,,,,,,,,,,Ōhara buchō manhole cover,大原部長 マンホール,,,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10707533027,node,Tokyo,35.7671754,139.8477053,,,,,,,,,,Honda junsa manhole cover,本田巡査 マンホール,,,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10707546342,node,Tokyo,35.7674627,139.8454013,,,,,,,,,,Asatoai junsa manhole cover,麻里愛巡査 マンホール,,,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10707615681,node,Tokyo,35.7676246,139.8488362,,,,,,,,,,Kankichi Ryōtsu manhole cover,,,,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10707618747,node,Tokyo,35.7669956,139.8483722,,,,,,,,,,Nakagawa Keiichi manhole cover,中川圭一 マンホール,,,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10707622819,node,Tokyo,35.7659552,139.8475191,,,,,,,,,,Reiko manhole cover,麗子 マンホール,,,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10722962257,node,Tokyo,35.6779114,139.7720681,8-4,4F,1,東京都,京橋,,,,KYOBASHI ART ROOM,,,,,,gallery,,,中央区,,,,"https://www.google.com/maps/place/KYOBASHI+ART+ROOM/@35.6779249,139.7720869,17z/data=!3m1!4b1!4m6!3m5!1s0x60188b10a4341911:0x3412538c09d8f72f!8m2!3d35.6779249!4d139.7720869!16s%2Fg%2F11sydf7q08",,104-0031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10731765319,node,Tokyo,35.7410417,139.6722228,,,,,,,,,武蔵野音楽大学楽器ミュージアム,Mussshino Academia Musicae Musical Instrument Museum,,,,,museum,,,,,,,https://www.musashino-music.ac.jp/guide/facilities/museum,,,,,,,,,,,,,,,,武蔵野音楽大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10759334276,node,Tokyo,35.6241292,139.7294909,,,,,,,,,,Museum of Package Culture,容器文化ミュージアム,,,,museum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10768189905,node,Tokyo,35.6853632,139.7229993,,,,,,,,,,Suga Shrine Onnazaka,須賀神社 女坂,,,,attraction,,,,,,,,,,,,,,,The stairs with red hand rails made famous in the movie Your Name.,,,,,,,,,,,,,,Лестница из «Твоё Имя»,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10794940806,node,Tokyo,35.7127292,139.7034384,,,,,,,,,,Mikado Game Center,,,,,attraction,Q28690678,ja:ミカド (ゲームセンター),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10794948205,node,Tokyo,35.7137052,139.7035995,,,,,,,,,ナツゲーミュージアム,Natsuge Museum,,,Mo-Th 13:00-22:00; Fr 13:00-23:30; Sa 12:00-23:30; Su 12:00-21:30,,attraction,,,,,,,http://www.t-tax.net/natuge/,,160-8484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10799656705,node,Tokyo,35.6992152,139.7709513,,,,,,,,,,RETRO:G Retro Games (GiGO 6F),,,Mo-Su 10:00-23:30,,attraction,,,,,,+81 70 1458 2284,https://tempo.gendagigo.jp/retrog/,,102-0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10806528645,node,Tokyo,35.7117112,139.7946169,,,,,,,,,日本浮世絵博物館　東京,,,,,,museum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10816244605,node,Tokyo,35.6669770,139.7063131,,,,,,,,,,Cat Street,,,,,attraction,Q11511093,,,,,,,,150-0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10816259205,node,Tokyo,35.6723225,139.7098527,,,,,,,,,,Cat Street,,,,,attraction,,,,,,,,,150-0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10849593505,node,Tokyo,35.6926285,139.7008032,,,,,,,,,クロス新宿ビジョン,3D billboard (Shinjuku Cat),,Kurosu Shinjuku bijon,Mo-Su 07:00-25:00,,attraction,Q109702546,ja:クロス新宿ビジョン,,,Category:Cross Shinjuku Vision,,https://shinjuku.xspace.tokyo,,,,,Chat 3D géant de Shinjuku,,,新宿東口の猫,,,,,,,,Cross Space,,,,,,,,,,,,くろす しんじゅく びじょん,,,,,,,,,,,,,,,,,,,,,,,,,2020-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,screen,screen,commercial,1,wall_mounted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10875818018,node,Tokyo,35.6329122,139.7328839,,,,,,,,,食とくらしの小さな博物館,,,,Mo-Sa 10:15-17:00; PH off,,museum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10933634354,node,Tokyo,35.7061879,139.7169783,,,,,,,,,早稲田スポーツミュージアム,,,,10:00-17:00,,museum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11057979160,node,Tokyo,35.6893819,139.7777146,2,5,日本橋大伝馬町,東京都,,,,,Otho Gallery,,,,Closed Monday,,gallery,,,中央区,,,,,,103-0011,,,,,,,,,,,,,,Otho Faure,,,,,,,,,,,,,,石倉ビル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11062761596,node,Tokyo,35.6299889,139.7754534,,,,,,,,,続日本100名城スタンプ124・品川台場,,,,,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11216987537,node,Tokyo,35.6953961,139.7007081,,1-27-5,,,,歌舞伎町,,,,Tokyo mystery circus,,,,,attraction,,,,,,,https://mysterycircus.jp/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11218573098,node,Tokyo,35.7128937,139.7226134,,,,,,,,,,,,,,,viewpoint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11234854570,node,Tokyo,35.6737572,139.7687736,,,,,,,,,鈴画廊,,,,,,gallery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11234854575,node,Tokyo,35.6735542,139.7695593,,,,,,,,,ホワイトギャラリー東京,White Gallery Tokyo,ホワイトギャラリー東京,,"Mo-Fr 11:00-19:00; Sa 11:00-17:00; Su,PH off",,gallery,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11234854582,node,Tokyo,35.6737203,139.7688399,,,,,,,,,アートギャラリー 石,,,,,,gallery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11234854595,node,Tokyo,35.6739346,139.7701430,,,,,,,,,NEW ART LAB,,,,,,gallery,,,,,,,,,,,,,,limited,,,,,,,,,株式会社ニューアート・フィンテック,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11234854596,node,Tokyo,35.6736886,139.7688180,,,,,,,,,銀座ワン,,,,,,gallery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11262093573,node,Tokyo,35.6514755,139.7370460,11,1-7-32,1丁目,東京都,三田,,港区,,The History Museum of J-Koreans,,在日韓人歴史資料館,,Tu-Sa 10:30-17:30,,museum,Q122929555,,港区,,,,http://www.j-koreans.org/,,,,,,재일한인역사자료관,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
