osm_id,osm_type,city,lat,lon,access,alt_name:es,alt_name:ja_rm,castle_type,fee,historic,historic:civilization,name,name:de,name:en,name:es,name:fr,name:it,name:ja,name:ja_kana,name:ja_rm,name:ko,name:nl,name:pt,name:th,name:zh,name:zh-Hans,name:zh-Hant,opening_hours,phone,start_date,tourism,website,wheelchair,wikidata,wikipedia,note,note:ja,source,source_ref,wikimedia_commons,KSJ2:ADS,KSJ2:AdminArea,KSJ2:PubFacAdmin,description,alt_name,operator,addr:city,addr:postcode,email,fax,addr:block_number,addr:housenumber,addr:neighbourhood,addr:province,addr:suburb,level,gambling,leisure,internet_access,attraction,advertising,animated,brand,brand:ja-Latn,brand:wikidata,contact:tripadvisor,lit,luminous,message,sides,support,visibility,ele,man_made,addr:quarter,contact:phone,contact:website,name:ja-Hira,short_name,reservation,amenity,cuisine,smoking,charge:adult,charge:child,level:ref,name:ja-Latn,addr:street,contact:instagram,contact:twitter,name:ru,url,memorial,contact:facebook,indoor,shop,inscription,check_date,payment:cash,payment:credit_cards,payment:debit_cards,alt_name:en,alt_name:ja,official_name:en,alt_name:ko,highway,sport,museum,addr:flats,addr:floor,changing_table,operator:type,toilets,toilets:wheelchair,int_name,building,building:levels,architect,architect:wikidata,building:architecture,contact:youtube,operator:wikidata,natural,water,bicycle,covered,surface,religion,internet_access:fee,air_conditioning,addr:country,addr:neighborhood,building:levels:underground,contact:fax,contact:tiktok,height,layer,name:tr,tower:type,bridge:structure,disused:amenity,end_date,locomotive:type,landuse,subject,subject:wikidata,fixme,roof:levels,old_name,source:ja,payment:cards,source:geometry,barrier,fee:child,cargo,ferry,public_transport,name:short,website:en,branch,area,not:name,operator:en,operator:ja,name:yue,short_name:en,type
1423018611,node,Osaka,34.6982700,135.5998150,,,,,,,,鴻池新田会所,,,,,,,,,,,,,,,,,,,museum,,,,,"National-Land Numerical Information (Public Facility) 2006, MLIT Japan",国土数値情報（公共施設データ）平成19年　国土交通省,KSJ2,http://nlftp.mlit.go.jp/ksj/jpgis/datalist/KsjTmplt-P02-v2_0.html,,鴻池元町2-30,大阪府東大阪市,市区町村,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423061021,node,Osaka,34.7162548,135.4134125,,,,,,,,世界の貯金箱博物館,,,,,,,,,,,,,,,,,,,museum,,,Q11362202,ja:世界の貯金箱博物館,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423061454,node,Osaka,34.7700410,135.4399060,,,,,no,,,尼崎市立田能資料館,,,,,,,,,,,,,,,,"Tu-Su, PH 10:00-17:00; Mo off",06-6492-1777,,museum,https://www.city.amagasaki.hyogo.jp/gakusyu/,,,,"National-Land Numerical Information (Public Facility) 2006, MLIT Japan",国土数値情報（公共施設データ）平成19年　国土交通省,KSJ2,http://nlftp.mlit.go.jp/ksj/jpgis/datalist/KsjTmplt-P02-v2_0.html,,,,,,,尼崎市,尼崎市田能6-5-1,661-0951,ama-tanosiryokan@city.amagasaki.hyogo.jp,06-6492-1777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906505143,node,Osaka,34.7045253,135.5102709,,,,,,,,キッズプラザ大阪,,Kids Plaza Osaka,,,,,,,,,,,,,,"Tu-Fr 09:30-17:00; Sa, Su, PH 09:30-19:00; Mo, Dec 28-Jan 02 off",+81-6-6311-6601,,theme_park,https://www.kidsplaza.or.jp/,yes,Q11296794,ja:キッズプラザ大阪,,,local knowledge,,Category:Kids plaza Osaka,,,,,,,大阪市,530-0025,,,1,7,扇町二丁目,大阪府,北区,0;4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2354657950,node,Osaka,34.6683852,135.5011500,,,,,,,,ナルミヤ戎橋画廊,,,,,,,,,,,,,,,,,,,gallery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2355655801,node,Osaka,34.6944774,135.5109166,,,,,,,,ほたるアート,,,,,,,,,,,,,,,,,,,gallery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2373447958,node,Osaka,34.6910724,135.4868302,,,,,,,,design museum,,,,,,,,,,,,,,,,,,,museum,https://designde.jp/,,,,,,Bing;survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376818627,node,Osaka,34.7094570,135.4919000,,,,,,,,南蛮文化館,,Gallery Namban,,,,,,,,,,,,,,,,,museum,,,Q11408411,ja:南蛮文化館,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2681858910,node,Osaka,34.7475834,135.5333027,,,,,,,,上新庄一番,,,,,,,,,,,,,,,,,,,attraction,,,,,,,Bing; survey,,,,,,,,,,,,,,,,,,,pachinko,adult_gaming_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2908598246,node,Osaka,34.6979209,135.5125911,,,,,,,,南森町アートギャラリー,,Minamimorimachi Art Gallery,,,,,,,,,,,,,,,,,gallery,,,,,,,,,,,,,,MAG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3066020234,node,Osaka,34.7654830,135.4161380,,,,,,,,掛塚跡プレート,,,,,,,,,,,,,,,,,,,viewpoint,,,,,見当たらない,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3072880233,node,Osaka,34.6500950,135.5071240,,,,,,,,キジ,,,,,,,,,,,,,,,,,,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,animal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3072881833,node,Osaka,34.6494030,135.5071000,,,,,,,,フクロウ,,Owls,,,,,,,,,,,,,,,,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,animal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3072882733,node,Osaka,34.6491894,135.5072958,,,,,,,,ホッキョクグマ,,Polar Bears,,,,,,,,,,,,,,,,,attraction,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,animal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3072883433,node,Osaka,34.6491476,135.5076829,,,,,,,,ニホングマ,,,,,,,,,,,,,,,,,,,attraction,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,animal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3072884133,node,Osaka,34.6497950,135.5078780,,,,,,,,アジアゾウ,,,,,,,,,,,,,,,,,,,attraction,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,animal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3072886933,node,Osaka,34.6501619,135.5084042,,,,,,,,ニホンシカ,,Japanese Deer,,,,,,,,,,,,,,,,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,animal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3072890033,node,Osaka,34.6535470,135.5084770,,,,,,,,ワシ,,Eagles,,,,,,,,,,,,,,,,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,animal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3094954698,node,Osaka,34.6510288,135.5088101,,,,,,,,うさぎ,,Rabbits,,,,,,,,,,,,,,,,,attraction,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,animal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3094954699,node,Osaka,34.6511892,135.5088146,,,,,,,,エミュー,,Emus,,,,,,,,,,,,,,,,,attraction,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,animal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3094954700,node,Osaka,34.6524549,135.5086546,,,,,,,,エランド,,Elands,,,,,,,,,,,,,,,,,attraction,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,animal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3094954701,node,Osaka,34.6517075,135.5088856,,,,,,,,オウサマペンギン,,,,,,,,,,,,,,,,,,,attraction,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,animal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3094954703,node,Osaka,34.6527583,135.5087400,,,,,,,,キリン,,Giraffes,,,,,,,,,,,,,,,,,attraction,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,animal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3094954706,node,Osaka,34.6512145,135.5084184,,,,,,,,シギ,,,,,,,,,,,,,,,,,,,attraction,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,animal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3094955700,node,Osaka,34.6525319,135.5084668,,,,,,,,ハイエナ,,Hyenas,,,,,,,,,,,,,,,,,attraction,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,animal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3094955701,node,Osaka,34.6512857,135.5091031,,,,,,,,ヒツジ,,Sheep,,,,,,,,,,,,,,,,,attraction,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,animal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3094955702,node,Osaka,34.6510746,135.5084161,,,,,,,,フラミンゴ,,Flamingos,,,,,,,,,,,,,,,,,attraction,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,animal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3094955703,node,Osaka,34.6517299,135.5090339,,,,,,,,フンボルトペンギン,,,,,,,,,,,,,,,,,,,attraction,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,animal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3094955704,node,Osaka,34.6490787,135.5076377,,,,,,,,マレーグマ,,,,,,,,,,,,,,,,,,,attraction,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,animal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3094955705,node,Osaka,34.6492084,135.5076695,,,,,,,,メガネグマ,,,,,,,,,,,,,,,,,,,attraction,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,animal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3094955706,node,Osaka,34.6526610,135.5084154,,,,,,,,ライオン,,Lions,,,,,,,,,,,,,,,,,attraction,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,animal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3094955707,node,Osaka,34.6510121,135.5089057,,,,,,,,ラクダ,,Camels,,,,,,,,,,,,,,,,,attraction,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,animal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3507545614,node,Osaka,34.6689260,135.5010546,no,,,,,,,道頓堀グリコサイン,,Glico Man Sign,Times square de Osaka,Panneau Glico de Dōtonbori,,,,,도톤보리 글리코 사인,,,ป้ายกูลิโกะ,固力果標誌,,,,,1935,attraction,,,Q18337476,ja:道頓堀グリコサイン,,,,,Category:Glico Man (Dotonbori),,,,,,,,,,,,,,,,,,,,,billboard,no,江崎グリコ,Ezaki Glico,Q391534,12730945,no,yes,commercial,1,wall_mounted,street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3568166333,node,Osaka,34.7393793,135.4154127,,,,,,highwater_mark,,,,,,,,,,,,,,,,,,,,,viewpoint,,,,,,,local knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,lighthouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3848548679,node,Osaka,34.7229100,135.4227312,,,,,,,,あまらぶアートラボ　A-Lab,,,,,,,,,,,,,,,,,,,museum,,yes,,,,,local knowledge,,,,,,,,,尼崎市,,,,33,1,2,兵庫県,,1,,,,,,,,,,,,,,,,,,,西長洲町,+81-6-7163-7108,http://www.ama-a-lab.com/,あまらぶあーとらぼ　えーらぼ,えーらぼ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3904027787,node,Osaka,34.6532296,135.5092323,,,,,,,,トラ,,,,,,,,,,,,,,,,,,,attraction,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,animal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3904064434,node,Osaka,34.6954604,135.5182208,,,,,,,,まほうびん記念館,,,,,,,,,,,,,,,,Mo-Fr 10:00-16:00,06-6356-2340,,museum,https://www.zojirushi.co.jp/corp/kinenkan/,,,,予約制,,,,,,,,,,象印マホービン株式会社,,,,,20,5,天満一丁目,,,0,,,,,,,,,,,,,,,,,,,,,,,,required,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3953009758,node,Osaka,34.6723975,135.5009862,,,,,,,,ギャラリー ササキ商店,,Gallery SASAKI,,,,ギャラリー ササキ商店,,,,,,,,,,,,,gallery,http://www.gallerysasaki.com/,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
